10979848,utility,10979848,2021-04-13,17/142144,17,17142144,2021-01-05,,,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10979848,utility,10979848,2021-04-13,17/142144,17,17142144,2021-01-05,,,COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS,2021,,,,,,,,,
10979848,utility,10979848,2021-04-13,17/142144,17,17142144,2021-01-05,,,WIRELESS COMMUNICATION NETWORKS,2021,,,,,,,,,
10996163,utility,10996163,2021-05-04,17/146773,17,17146773,2021-01-12,,26161,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
10996163,utility,10996163,2021-05-04,17/146773,17,17146773,2021-01-12,,26161,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES,2021,,,,,,,,,
10996163,utility,10996163,2021-05-04,17/146773,17,17146773,2021-01-12,,26161,"MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES",2021,,,,,,,,,
11000380,utility,11000380,2021-05-11,17/145512,17,17145512,2021-01-11,12009,12009,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11000380,utility,11000380,2021-05-11,17/145512,17,17145512,2021-01-11,12009,12009,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS",2021,,,,,,,,,
11005480,utility,11005480,2021-05-11,17/140167,17,17140167,2021-01-04,,,TIME-INTERVAL MEASURING,2021,,,,,,,,,
11005480,utility,11005480,2021-05-11,17/140167,17,17140167,2021-01-04,,,"AUTOMATIC CONTROL, STARTING, SYNCHRONISATION, OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES",2021,,,,,,,,,
11007039,utility,11007039,2021-05-18,17/161507,17,17161507,2021-01-28,,06085,"MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS",2021,,,,,,,,,
11007039,utility,11007039,2021-05-18,17/161507,17,17161507,2021-01-28,,06085,"OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS",2021,,,,,,,,,
11007039,utility,11007039,2021-05-18,17/161507,17,17161507,2021-01-28,,06085,DENTISTRY; APPARATUS OR METHODS FOR ORAL OR DENTAL HYGIENE,2021,,,,,,,,,
11007050,utility,11007050,2021-05-18,17/157616,17,17157616,2021-01-25,21113,21239,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS",2021,,,,,,,,,
11007399,utility,11007399,2021-05-18,17/172456,17,17172456,2021-02-10,27005,38017,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT",2021,,,,,,,,,
11007399,utility,11007399,2021-05-18,17/172456,17,17172456,2021-02-10,27005,38017,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING",2021,,,,,,,,,
11007399,utility,11007399,2021-05-18,17/172456,17,17172456,2021-02-10,38017,38017,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT",2021,,,,,,,,,
11007399,utility,11007399,2021-05-18,17/172456,17,17172456,2021-02-10,38017,38017,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING",2021,,,,,,,,,
11009037,utility,11009037,2021-05-18,17/166732,17,17166732,2021-02-03,29009,55105,NON-POSITIVE-DISPLACEMENT PUMPS,2021,,,,,,,,,
11009094,utility,11009094,2021-05-18,17/144763,17,17144763,2021-01-08,53033,53033,SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION,2021,,,,,,,,,
11009094,utility,11009094,2021-05-18,17/144763,17,17144763,2021-01-08,53033,53033,VEHICLE SUSPENSION ARRANGEMENTS,2021,,,,,,,,,
11010256,utility,11010256,2021-05-18,17/172555,17,17172555,2021-02-10,34041,,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
11010256,utility,11010256,2021-05-18,17/172555,17,17172555,2021-02-10,42029,,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
11010256,utility,11010256,2021-05-18,17/172555,17,17172555,2021-02-10,42045,,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06037,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06085,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,08013,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06001,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06071,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06007,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11013527,utility,11013527,2021-05-25,17/177271,17,17177271,2021-02-17,06081,06085,DIAGNOSIS; SURGERY; IDENTIFICATION,2021,,,,,,,,,
11014615,utility,11014615,2021-05-25,17/173495,17,17173495,2021-02-11,04013,04013,MOTOR VEHICLES; TRAILERS,2021,,,,,,,,,
11014898,utility,11014898,2021-05-25,17/144595,17,17144595,2021-01-08,,,HETEROCYCLIC COMPOUNDS,2021,,,,,,,,,
11014898,utility,11014898,2021-05-25,17/144595,17,17144595,2021-01-08,,,SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS,2021,,,,,,,,,
11015664,utility,11015664,2021-05-25,17/157922,17,17157922,2021-01-25,53033,,COUPLINGS FOR TRANSMITTING ROTATION; CLUTCHES; BRAKES,2021,,,,,,,,,
11016010,utility,11016010,2021-05-25,17/179444,17,17179444,2021-02-19,,,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES,2021,,,,,,,,,
11016688,utility,11016688,2021-05-25,17/142643,17,17142643,2021-01-06,06037,06037,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
11017261,utility,11017261,2021-05-25,17/160399,17,17160399,2021-01-28,53033,55025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
11017261,utility,11017261,2021-05-25,17/160399,17,17160399,2021-01-28,,55025,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS,2021,,,,,,,,,
11017261,utility,11017261,2021-05-25,17/160399,17,17160399,2021-01-28,53033,55025,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS,2021,,,,,,,,,
11017261,utility,11017261,2021-05-25,17/160399,17,17160399,2021-01-28,,55025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
11017261,utility,11017261,2021-05-25,17/160399,17,17160399,2021-01-28,,55025,COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS,2021,,,,,,,,,
