10986217,utility,10986217,2021-04-20,17/148824,17,17148824,2021-01-14,13211,48183,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10995376,utility,10995376,2021-05-04,17/146359,17,17146359,2021-01-11,06081,06081,"MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA",2021,,,,,,,,,
10995376,utility,10995376,2021-05-04,17/146359,17,17146359,2021-01-11,06081,06081,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY",2021,,,,,,,,,
10995376,utility,10995376,2021-05-04,17/146359,17,17146359,2021-01-11,06081,06081,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS ; COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES",2021,,,,,,,,,
11001621,utility,11001621,2021-05-11,17/248174,17,17248174,2021-01-12,,,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES",2021,,,,,,,,,
11001621,utility,11001621,2021-05-11,17/248174,17,17248174,2021-01-12,,,PEPTIDES,2021,,,,,,,,,
11007288,utility,11007288,2021-05-18,17/179819,17,17179819,2021-02-19,44009,44007,"METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES",2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,25025,,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY",2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,25025,,COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS,2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,25017,,COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS,2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,,,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY",2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,25017,,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY",2021,,,,,,,,,
11011253,utility,11011253,2021-05-18,17/148404,17,17148404,2021-01-13,,,COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS,2021,,,,,,,,,
11012083,utility,11012083,2021-05-18,17/169598,17,17169598,2021-02-08,06073,06073,CODING; DECODING; CODE CONVERSION IN GENERAL,2021,,,,,,,,,
11012083,utility,11012083,2021-05-18,17/169598,17,17169598,2021-02-08,06073,06073,TIME-INTERVAL MEASURING,2021,,,,,,,,,
11013304,utility,11013304,2021-05-25,17/194187,17,17194187,2021-03-05,,,PURSES; LUGGAGE; HAND CARRIED BAGS,2021,,,,,,,,,
