fips,areaname23,name,msa23,fmr23_2,fmr23,msa22,fmr22_2,fmr22,areaname22,msa21,fmr21_2,fmr21,msa20,fmr20_2,fmr20,msa19,fmr19_2,fmr19,msa18,fmr18_2,fmr18,msa17,fmr17_2,fmr17,msa16,fmr16_2,fmr16,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,state,county
100199999,"Montgomery, AL MSA",Autauga County,METRO33860M33860,977,40,METRO33860M33860,914,40,"Montgomery, AL MSA",METRO33860M33860,908,40,METRO33860M33860,830,40,METRO33860M33860,825,40,METRO33860M33860,829,40,METRO33860M33860,822,40,METRO33860M33860,788,40,METRO33860M33860,788,40,METRO33860M33860,710,40,METRO33860M33860,790,40,METRO33860M33860,723,40,METRO33860M33860,735,40,METRO33860M33860,735,40,METRO33860M33860,706,40,METRO33860M33860,660,40,METRO33860M33860,623,40,METRO33860M33860,599,40,5240,583,40,5240,537,40,5240,535,40,5240,522,40,5240,507,40,5240,499,40,1,1
100399999,"Daphne-Fairhope-Foley, AL MSA",Baldwin County,METRO19300M19300,1206,40,METRO19300M19300,1017,40,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,922,40,METRO19300M19300,916,40,METRO19300M19300,888,40,METRO19300M19300,879,40,METRO19300M19300,977,40,METRO19300M19300,873,40,NCNTY01003N01003,762,40,NCNTY01003N01003,827,40,NCNTY01003N01003,729,40,NCNTY01003N01003,691,40,NCNTY01003N01003,764,40,NCNTY01003N01003,764,40,NCNTY01003N01003,733,40,NCNTY01003N01003,686,40,NCNTY01003N01003,644,40,NCNTY01003N01003,619,40,5160,561,40,5160,523,40,5160,521,40,5160,507,40,5160,493,40,5160,485,40,1,3
100599999,"Barbour County, AL",Barbour County,NCNTY01005N01005,740,40,NCNTY01005N01005,705,40,"Barbour County, AL",NCNTY01005N01005,648,40,NCNTY01005N01005,633,40,NCNTY01005N01005,666,40,NCNTY01005N01005,657,40,NCNTY01005N01005,671,40,NCNTY01005N01005,636,40,NCNTY01005N01005,670,40,NCNTY01005N01005,583,40,NCNTY01005N01005,584,40,NCNTY01005N01005,499,40,NCNTY01005N01005,539,40,NCNTY01005N01005,539,40,NCNTY01005N01005,518,40,NCNTY01005N01005,485,40,NCNTY01005N01005,455,40,NCNTY01005N01005,437,40,9999,425,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,5
100799999,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,METRO13820M13820,1075,40,METRO13820M13820,943,40,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,1002,40,METRO13820M13820,986,40,METRO13820M13820,873,40,METRO13820M13820,882,40,METRO13820M13820,866,40,METRO13820M13820,840,40,METRO13820M13820,773,40,METRO13820M13820,743,40,METRO13820M13820,785,40,METRO13820M13820,750,40,METRO13820M13820,786,40,METRO13820M13820,735,40,METRO13820M13820,698,40,METRO13820M13820,690,40,METRO13820M13820,604,40,METRO13820M13820,581,40,9999,431,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,7
100999999,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,METRO13820M13820,1075,40,METRO13820M13820,943,40,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,1002,40,METRO13820M13820,986,40,METRO13820M13820,873,40,METRO13820M13820,882,40,METRO13820M13820,866,40,METRO13820M13820,840,40,METRO13820M13820,773,40,METRO13820M13820,743,40,METRO13820M13820,785,40,METRO13820M13820,750,40,METRO13820M13820,786,40,METRO13820M13820,735,40,METRO13820M13820,698,40,METRO13820M13820,690,40,METRO13820M13820,604,40,METRO13820M13820,581,40,1000,577,40,1000,559,40,1000,557,40,1000,543,40,1000,528,40,1000,519,40,1,9
101199999,"Bullock County, AL",Bullock County,NCNTY01011N01011,820,40,NCNTY01011N01011,783,40,"Bullock County, AL",NCNTY01011N01011,705,40,NCNTY01011N01011,612,40,NCNTY01011N01011,628,40,NCNTY01011N01011,606,40,NCNTY01011N01011,621,40,NCNTY01011N01011,569,40,NCNTY01011N01011,599,40,NCNTY01011N01011,566,40,NCNTY01011N01011,584,40,NCNTY01011N01011,499,40,NCNTY01011N01011,550,40,NCNTY01011N01011,550,40,NCNTY01011N01011,528,40,NCNTY01011N01011,494,40,NCNTY01011N01011,465,40,NCNTY01011N01011,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,11
101399999,"Butler County, AL",Butler County,NCNTY01013N01013,761,40,NCNTY01013N01013,705,40,"Butler County, AL",NCNTY01013N01013,634,40,NCNTY01013N01013,612,40,NCNTY01013N01013,628,40,NCNTY01013N01013,606,40,NCNTY01013N01013,621,40,NCNTY01013N01013,569,40,NCNTY01013N01013,599,40,NCNTY01013N01013,566,40,NCNTY01013N01013,584,40,NCNTY01013N01013,499,40,NCNTY01013N01013,550,40,NCNTY01013N01013,550,40,NCNTY01013N01013,528,40,NCNTY01013N01013,494,40,NCNTY01013N01013,465,40,NCNTY01013N01013,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,13
101599999,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,METRO11500M11500,802,40,METRO11500M11500,744,40,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,723,40,METRO11500M11500,700,40,METRO11500M11500,676,40,METRO11500M11500,679,40,METRO11500M11500,630,40,METRO11500M11500,637,40,METRO11500M11500,675,40,METRO11500M11500,679,40,METRO11500M11500,636,40,METRO11500M11500,632,40,METRO11500M11500,585,40,METRO11500M11500,585,40,METRO11500M11500,562,40,METRO11500M11500,526,40,METRO11500M11500,493,40,METRO11500M11500,474,40,450,461,40,450,413,40,450,412,40,450,401,40,450,390,40,450,383,40,1,15
101799999,"Chambers County, AL",Chambers County,NCNTY01017N01017,911,40,NCNTY01017N01017,861,40,"Chambers County, AL",NCNTY01017N01017,744,40,NCNTY01017N01017,683,40,NCNTY01017N01017,691,40,NCNTY01017N01017,676,40,NCNTY01017N01017,751,40,NCNTY01017N01017,667,40,NCNTY01017N01017,696,40,NCNTY01017N01017,616,40,NCNTY01017N01017,627,40,NCNTY01017N01017,521,40,NCNTY01017N01017,536,40,NCNTY01017N01017,536,40,NCNTY01017N01017,514,40,NCNTY01017N01017,481,40,NCNTY01017N01017,453,40,NCNTY01017N01017,435,40,9999,406,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,17
101999999,"Cherokee County, AL",Cherokee County,NCNTY01019N01019,759,40,NCNTY01019N01019,705,40,"Cherokee County, AL",NCNTY01019N01019,634,40,NCNTY01019N01019,612,40,NCNTY01019N01019,628,40,NCNTY01019N01019,606,40,NCNTY01019N01019,621,40,NCNTY01019N01019,569,40,NCNTY01019N01019,599,40,NCNTY01019N01019,566,40,NCNTY01019N01019,584,40,NCNTY01019N01019,499,40,NCNTY01019N01019,560,40,NCNTY01019N01019,560,40,NCNTY01019N01019,538,40,NCNTY01019N01019,504,40,NCNTY01019N01019,476,40,NCNTY01019N01019,458,40,9999,445,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,19
102199999,"Chilton County, AL HUD Metro FMR Area",Chilton County,METRO13820N01021,755,40,METRO13820N01021,705,40,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,713,40,METRO13820N01021,714,40,METRO13820N01021,628,40,METRO13820N01021,633,40,METRO13820N01021,621,40,METRO13820N01021,569,40,METRO13820N01021,599,40,METRO13820N01021,566,40,METRO13820N01021,594,40,METRO13820N01021,554,40,METRO13820N01021,612,40,METRO13820N01021,612,40,METRO13820N01021,580,40,METRO13820N01021,543,40,METRO13820N01021,477,40,METRO13820N01021,459,40,9999,446,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,21
102399999,"Choctaw County, AL",Choctaw County,NCNTY01023N01023,740,40,NCNTY01023N01023,705,40,"Choctaw County, AL",NCNTY01023N01023,634,40,NCNTY01023N01023,618,40,NCNTY01023N01023,663,40,NCNTY01023N01023,677,40,NCNTY01023N01023,685,40,NCNTY01023N01023,661,40,NCNTY01023N01023,708,40,NCNTY01023N01023,692,40,NCNTY01023N01023,745,40,NCNTY01023N01023,640,40,NCNTY01023N01023,536,40,NCNTY01023N01023,536,40,NCNTY01023N01023,514,40,NCNTY01023N01023,481,40,NCNTY01023N01023,453,40,NCNTY01023N01023,435,40,9999,392,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,23
102599999,"Clarke County, AL",Clarke County,NCNTY01025N01025,740,40,NCNTY01025N01025,705,40,"Clarke County, AL",NCNTY01025N01025,634,40,NCNTY01025N01025,612,40,NCNTY01025N01025,628,40,NCNTY01025N01025,606,40,NCNTY01025N01025,621,40,NCNTY01025N01025,569,40,NCNTY01025N01025,599,40,NCNTY01025N01025,566,40,NCNTY01025N01025,584,40,NCNTY01025N01025,499,40,NCNTY01025N01025,536,40,NCNTY01025N01025,536,40,NCNTY01025N01025,514,40,NCNTY01025N01025,481,40,NCNTY01025N01025,453,40,NCNTY01025N01025,435,40,9999,422,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,25
102799999,"Clay County, AL",Clay County,NCNTY01027N01027,740,40,NCNTY01027N01027,705,40,"Clay County, AL",NCNTY01027N01027,634,40,NCNTY01027N01027,612,40,NCNTY01027N01027,628,40,NCNTY01027N01027,606,40,NCNTY01027N01027,621,40,NCNTY01027N01027,569,40,NCNTY01027N01027,599,40,NCNTY01027N01027,566,40,NCNTY01027N01027,584,40,NCNTY01027N01027,499,40,NCNTY01027N01027,536,40,NCNTY01027N01027,536,40,NCNTY01027N01027,514,40,NCNTY01027N01027,481,40,NCNTY01027N01027,453,40,NCNTY01027N01027,435,40,9999,423,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,27
102999999,"Cleburne County, AL",Cleburne County,NCNTY01029N01029,741,40,NCNTY01029N01029,705,40,"Cleburne County, AL",NCNTY01029N01029,634,40,NCNTY01029N01029,612,40,NCNTY01029N01029,628,40,NCNTY01029N01029,633,40,NCNTY01029N01029,662,40,NCNTY01029N01029,633,40,NCNTY01029N01029,695,40,NCNTY01029N01029,597,40,NCNTY01029N01029,660,40,NCNTY01029N01029,501,40,NCNTY01029N01029,541,40,NCNTY01029N01029,542,40,NCNTY01029N01029,520,40,NCNTY01029N01029,487,40,NCNTY01029N01029,457,40,NCNTY01029N01029,439,40,9999,427,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,29
103199999,"Coffee County, AL",Coffee County,NCNTY01031N01031,803,40,NCNTY01031N01031,727,40,"Coffee County, AL",NCNTY01031N01031,692,40,NCNTY01031N01031,665,40,NCNTY01031N01031,680,40,NCNTY01031N01031,619,40,NCNTY01031N01031,661,40,NCNTY01031N01031,584,40,NCNTY01031N01031,616,40,NCNTY01031N01031,598,40,NCNTY01031N01031,630,40,NCNTY01031N01031,524,40,NCNTY01031N01031,551,40,NCNTY01031N01031,552,40,NCNTY01031N01031,530,40,NCNTY01031N01031,496,40,NCNTY01031N01031,468,40,NCNTY01031N01031,450,40,9999,437,40,10000,477,40,10000,477,40,10000,463,40,10000,451,40,10000,447,40,1,31
103399999,"Florence-Muscle Shoals, AL MSA",Colbert County,METRO22520M22520,811,40,METRO22520M22520,751,40,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,748,40,METRO22520M22520,714,40,METRO22520M22520,675,40,METRO22520M22520,669,40,METRO22520M22520,673,40,METRO22520M22520,619,40,METRO22520M22520,609,40,METRO22520M22520,636,40,METRO22520M22520,584,40,METRO22520M22520,587,40,METRO22520M22520,598,40,METRO22520M22520,598,40,METRO22520M22520,574,40,METRO22520M22520,537,40,METRO22520M22520,506,40,METRO22520M22520,486,40,2650,472,40,2650,464,40,2650,462,40,2650,451,40,2650,438,40,2650,431,40,1,33
103599999,"Conecuh County, AL",Conecuh County,NCNTY01035N01035,740,40,NCNTY01035N01035,705,40,"Conecuh County, AL",NCNTY01035N01035,634,40,NCNTY01035N01035,612,40,NCNTY01035N01035,628,40,NCNTY01035N01035,606,40,NCNTY01035N01035,621,40,NCNTY01035N01035,569,40,NCNTY01035N01035,599,40,NCNTY01035N01035,566,40,NCNTY01035N01035,584,40,NCNTY01035N01035,586,40,NCNTY01035N01035,536,40,NCNTY01035N01035,536,40,NCNTY01035N01035,514,40,NCNTY01035N01035,481,40,NCNTY01035N01035,453,40,NCNTY01035N01035,435,40,9999,392,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,35
103799999,"Coosa County, AL",Coosa County,NCNTY01037N01037,766,40,NCNTY01037N01037,732,40,"Coosa County, AL",NCNTY01037N01037,689,40,NCNTY01037N01037,662,40,NCNTY01037N01037,676,40,NCNTY01037N01037,630,40,NCNTY01037N01037,683,40,NCNTY01037N01037,579,40,NCNTY01037N01037,599,40,NCNTY01037N01037,566,40,NCNTY01037N01037,584,40,NCNTY01037N01037,524,40,NCNTY01037N01037,536,40,NCNTY01037N01037,536,40,NCNTY01037N01037,514,40,NCNTY01037N01037,481,40,NCNTY01037N01037,453,40,NCNTY01037N01037,435,40,9999,420,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,37
103999999,"Covington County, AL",Covington County,NCNTY01039N01039,740,40,NCNTY01039N01039,705,40,"Covington County, AL",NCNTY01039N01039,634,40,NCNTY01039N01039,612,40,NCNTY01039N01039,628,40,NCNTY01039N01039,606,40,NCNTY01039N01039,621,40,NCNTY01039N01039,569,40,NCNTY01039N01039,599,40,NCNTY01039N01039,566,40,NCNTY01039N01039,584,40,NCNTY01039N01039,499,40,NCNTY01039N01039,536,40,NCNTY01039N01039,536,40,NCNTY01039N01039,514,40,NCNTY01039N01039,481,40,NCNTY01039N01039,453,40,NCNTY01039N01039,435,40,9999,404,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,39
104199999,"Crenshaw County, AL",Crenshaw County,NCNTY01041N01041,740,40,NCNTY01041N01041,705,40,"Crenshaw County, AL",NCNTY01041N01041,634,40,NCNTY01041N01041,612,40,NCNTY01041N01041,628,40,NCNTY01041N01041,606,40,NCNTY01041N01041,621,40,NCNTY01041N01041,569,40,NCNTY01041N01041,599,40,NCNTY01041N01041,575,40,NCNTY01041N01041,584,40,NCNTY01041N01041,519,40,NCNTY01041N01041,550,40,NCNTY01041N01041,550,40,NCNTY01041N01041,528,40,NCNTY01041N01041,494,40,NCNTY01041N01041,465,40,NCNTY01041N01041,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,41
104399999,"Cullman County, AL",Cullman County,NCNTY01043N01043,815,40,NCNTY01043N01043,747,40,"Cullman County, AL",NCNTY01043N01043,665,40,NCNTY01043N01043,645,40,NCNTY01043N01043,662,40,NCNTY01043N01043,619,40,NCNTY01043N01043,652,40,NCNTY01043N01043,604,40,NCNTY01043N01043,611,40,NCNTY01043N01043,577,40,NCNTY01043N01043,588,40,NCNTY01043N01043,513,40,NCNTY01043N01043,560,40,NCNTY01043N01043,560,40,NCNTY01043N01043,538,40,NCNTY01043N01043,503,40,NCNTY01043N01043,475,40,NCNTY01043N01043,457,40,9999,444,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,43
104599999,"Dale County, AL",Dale County,NCNTY01045N01045,740,40,NCNTY01045N01045,705,40,"Dale County, AL",NCNTY01045N01045,634,40,NCNTY01045N01045,612,40,NCNTY01045N01045,629,40,NCNTY01045N01045,614,40,NCNTY01045N01045,635,40,NCNTY01045N01045,580,40,NCNTY01045N01045,600,40,NCNTY01045N01045,566,40,NCNTY01045N01045,585,40,NCNTY01045N01045,499,40,NCNTY01045N01045,536,40,NCNTY01045N01045,536,40,NCNTY01045N01045,514,40,NCNTY01045N01045,481,40,NCNTY01045N01045,453,40,NCNTY01045N01045,435,40,2180,435,40,2180,426,40,2180,425,40,2180,415,40,2180,403,40,2180,396,40,1,45
104799999,"Dallas County, AL",Dallas County,NCNTY01047N01047,790,40,NCNTY01047N01047,738,40,"Dallas County, AL",NCNTY01047N01047,646,40,NCNTY01047N01047,618,40,NCNTY01047N01047,628,40,NCNTY01047N01047,606,40,NCNTY01047N01047,621,40,NCNTY01047N01047,569,40,NCNTY01047N01047,599,40,NCNTY01047N01047,566,40,NCNTY01047N01047,613,40,NCNTY01047N01047,510,40,NCNTY01047N01047,547,40,NCNTY01047N01047,547,40,NCNTY01047N01047,525,40,NCNTY01047N01047,491,40,NCNTY01047N01047,464,40,NCNTY01047N01047,446,40,9999,433,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,47
104999999,"DeKalb County, AL",DeKalb County,NCNTY01049N01049,740,40,NCNTY01049N01049,705,40,"DeKalb County, AL",NCNTY01049N01049,634,40,NCNTY01049N01049,612,40,NCNTY01049N01049,646,40,NCNTY01049N01049,717,40,NCNTY01049N01049,797,40,NCNTY01049N01049,595,40,NCNTY01049N01049,703,40,NCNTY01049N01049,589,40,NCNTY01049N01049,584,40,NCNTY01049N01049,499,40,NCNTY01049N01049,536,40,NCNTY01049N01049,536,40,NCNTY01049N01049,514,40,NCNTY01049N01049,481,40,NCNTY01049N01049,453,40,NCNTY01049N01049,435,40,9999,421,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,49
105199999,"Montgomery, AL MSA",Elmore County,METRO33860M33860,977,40,METRO33860M33860,914,40,"Montgomery, AL MSA",METRO33860M33860,908,40,METRO33860M33860,830,40,METRO33860M33860,825,40,METRO33860M33860,829,40,METRO33860M33860,822,40,METRO33860M33860,788,40,METRO33860M33860,788,40,METRO33860M33860,710,40,METRO33860M33860,790,40,METRO33860M33860,723,40,METRO33860M33860,735,40,METRO33860M33860,735,40,METRO33860M33860,706,40,METRO33860M33860,660,40,METRO33860M33860,623,40,METRO33860M33860,599,40,5240,583,40,5240,537,40,5240,535,40,5240,522,40,5240,507,40,5240,499,40,1,51
105399999,"Escambia County, AL",Escambia County,NCNTY01053N01053,740,40,NCNTY01053N01053,705,40,"Escambia County, AL",NCNTY01053N01053,634,40,NCNTY01053N01053,612,40,NCNTY01053N01053,628,40,NCNTY01053N01053,606,40,NCNTY01053N01053,621,40,NCNTY01053N01053,569,40,NCNTY01053N01053,599,40,NCNTY01053N01053,566,40,NCNTY01053N01053,605,40,NCNTY01053N01053,499,40,NCNTY01053N01053,536,40,NCNTY01053N01053,536,40,NCNTY01053N01053,514,40,NCNTY01053N01053,481,40,NCNTY01053N01053,453,40,NCNTY01053N01053,435,40,9999,405,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,53
105599999,"Gadsden, AL MSA",Etowah County,METRO23460M23460,769,40,METRO23460M23460,710,40,"Gadsden, AL MSA",METRO23460M23460,717,40,METRO23460M23460,693,40,METRO23460M23460,662,40,METRO23460M23460,661,40,METRO23460M23460,716,40,METRO23460M23460,636,40,METRO23460M23460,622,40,METRO23460M23460,596,40,METRO23460M23460,657,40,METRO23460M23460,612,40,METRO23460M23460,593,40,METRO23460M23460,594,40,METRO23460M23460,570,40,METRO23460M23460,534,40,METRO23460M23460,504,40,METRO23460M23460,484,40,2880,470,40,2880,393,40,2880,392,40,2880,383,40,2880,372,40,2880,366,40,1,55
105799999,"Fayette County, AL",Fayette County,NCNTY01057N01057,740,40,NCNTY01057N01057,705,40,"Fayette County, AL",NCNTY01057N01057,634,40,NCNTY01057N01057,612,40,NCNTY01057N01057,628,40,NCNTY01057N01057,606,40,NCNTY01057N01057,621,40,NCNTY01057N01057,569,40,NCNTY01057N01057,599,40,NCNTY01057N01057,566,40,NCNTY01057N01057,584,40,NCNTY01057N01057,499,40,NCNTY01057N01057,536,40,NCNTY01057N01057,536,40,NCNTY01057N01057,514,40,NCNTY01057N01057,481,40,NCNTY01057N01057,453,40,NCNTY01057N01057,435,40,9999,358,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,57
105999999,"Franklin County, AL",Franklin County,NCNTY01059N01059,740,40,NCNTY01059N01059,705,40,"Franklin County, AL",NCNTY01059N01059,634,40,NCNTY01059N01059,612,40,NCNTY01059N01059,628,40,NCNTY01059N01059,606,40,NCNTY01059N01059,621,40,NCNTY01059N01059,569,40,NCNTY01059N01059,599,40,NCNTY01059N01059,573,40,NCNTY01059N01059,584,40,NCNTY01059N01059,499,40,NCNTY01059N01059,536,40,NCNTY01059N01059,536,40,NCNTY01059N01059,514,40,NCNTY01059N01059,481,40,NCNTY01059N01059,453,40,NCNTY01059N01059,435,40,9999,402,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,59
106199999,"Dothan, AL HUD Metro FMR Area",Geneva County,METRO20020M20020,761,40,METRO20020M20020,705,40,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,706,40,METRO20020M20020,666,40,METRO20020M20020,682,40,METRO20020M20020,695,40,METRO20020M20020,656,40,METRO20020M20020,647,40,METRO20020M20020,635,40,METRO20020M20020,566,40,METRO20020M20020,584,40,METRO20020M20020,578,40,METRO20020M20020,552,40,METRO20020M20020,553,40,METRO20020M20020,531,40,METRO20020M20020,497,40,METRO20020M20020,467,40,METRO20020M20020,449,40,9999,412,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,61
106399999,"Greene County, AL HUD Metro FMR Area",Greene County,METRO46220M01063,794,40,METRO46220M01063,705,40,"Greene County, AL HUD Metro FMR Area",NCNTY01063N01063,634,40,NCNTY01063N01063,612,40,NCNTY01063N01063,628,40,NCNTY01063N01063,606,40,NCNTY01063N01063,621,40,NCNTY01063N01063,569,40,METRO46220M46220,757,40,METRO46220M46220,815,40,METRO46220M46220,788,40,METRO46220M46220,754,40,METRO46220M46220,722,40,METRO46220M46220,723,40,METRO46220M46220,694,40,METRO46220M46220,649,40,METRO46220M46220,610,40,METRO46220M46220,586,40,9999,417,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,63
106599999,"Tuscaloosa, AL HUD Metro FMR Area",Hale County,METRO46220M46220,1018,40,METRO46220M46220,927,40,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,839,40,METRO46220M46220,885,40,METRO46220M46220,847,40,METRO46220M46220,805,40,METRO46220M46220,782,40,METRO46220M46220,804,40,METRO46220M46220,757,40,METRO46220M46220,815,40,METRO46220M46220,788,40,METRO46220M46220,754,40,METRO46220M46220,722,40,METRO46220M46220,723,40,METRO46220M46220,694,40,METRO46220M46220,649,40,METRO46220M46220,610,40,METRO46220M46220,586,40,9999,417,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,65
106799999,"Henry County, AL HUD Metro FMR Area",Henry County,METRO20020N01067,740,40,METRO20020N01067,705,40,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,634,40,METRO20020N01067,612,40,METRO20020N01067,628,40,METRO20020N01067,636,40,METRO20020N01067,621,40,METRO20020N01067,580,40,METRO20020N01067,599,40,METRO20020N01067,566,40,METRO20020N01067,584,40,METRO20020N01067,499,40,METRO20020N01067,536,40,METRO20020N01067,536,40,METRO20020N01067,514,40,METRO20020N01067,481,40,METRO20020N01067,453,40,METRO20020N01067,435,40,9999,401,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,67
106999999,"Dothan, AL HUD Metro FMR Area",Houston County,METRO20020M20020,761,40,METRO20020M20020,705,40,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,706,40,METRO20020M20020,666,40,METRO20020M20020,682,40,METRO20020M20020,695,40,METRO20020M20020,656,40,METRO20020M20020,647,40,METRO20020M20020,635,40,METRO20020M20020,566,40,METRO20020M20020,584,40,METRO20020M20020,578,40,METRO20020M20020,552,40,METRO20020M20020,553,40,METRO20020M20020,531,40,METRO20020M20020,497,40,METRO20020M20020,467,40,METRO20020M20020,449,40,2180,435,40,2180,426,40,2180,425,40,2180,415,40,2180,403,40,2180,396,40,1,69
107199999,"Jackson County, AL",Jackson County,NCNTY01071N01071,740,40,NCNTY01071N01071,705,40,"Jackson County, AL",NCNTY01071N01071,695,40,NCNTY01071N01071,647,40,NCNTY01071N01071,681,40,NCNTY01071N01071,625,40,NCNTY01071N01071,644,40,NCNTY01071N01071,571,40,NCNTY01071N01071,599,40,NCNTY01071N01071,566,40,NCNTY01071N01071,584,40,NCNTY01071N01071,499,40,NCNTY01071N01071,536,40,NCNTY01071N01071,536,40,NCNTY01071N01071,514,40,NCNTY01071N01071,481,40,NCNTY01071N01071,453,40,NCNTY01071N01071,435,40,9999,402,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,71
107399999,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,METRO13820M13820,1075,40,METRO13820M13820,943,40,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,1002,40,METRO13820M13820,986,40,METRO13820M13820,873,40,METRO13820M13820,882,40,METRO13820M13820,866,40,METRO13820M13820,840,40,METRO13820M13820,773,40,METRO13820M13820,743,40,METRO13820M13820,785,40,METRO13820M13820,750,40,METRO13820M13820,786,40,METRO13820M13820,735,40,METRO13820M13820,698,40,METRO13820M13820,690,40,METRO13820M13820,604,40,METRO13820M13820,581,40,1000,577,40,1000,559,40,1000,557,40,1000,543,40,1000,528,40,1000,519,40,1,73
107599999,"Lamar County, AL",Lamar County,NCNTY01075N01075,740,40,NCNTY01075N01075,705,40,"Lamar County, AL",NCNTY01075N01075,634,40,NCNTY01075N01075,612,40,NCNTY01075N01075,628,40,NCNTY01075N01075,606,40,NCNTY01075N01075,621,40,NCNTY01075N01075,569,40,NCNTY01075N01075,599,40,NCNTY01075N01075,566,40,NCNTY01075N01075,584,40,NCNTY01075N01075,499,40,NCNTY01075N01075,536,40,NCNTY01075N01075,536,40,NCNTY01075N01075,514,40,NCNTY01075N01075,481,40,NCNTY01075N01075,453,40,NCNTY01075N01075,435,40,9999,385,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,1,75
107799999,"Florence-Muscle Shoals, AL MSA",Lauderdale County,METRO22520M22520,811,40,METRO22520M22520,751,40,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,748,40,METRO22520M22520,714,40,METRO22520M22520,675,40,METRO22520M22520,669,40,METRO22520M22520,673,40,METRO22520M22520,619,40,METRO22520M22520,609,40,METRO22520M22520,636,40,METRO22520M22520,584,40,METRO22520M22520,587,40,METRO22520M22520,598,40,METRO22520M22520,598,40,METRO22520M22520,574,40,METRO22520M22520,537,40,METRO22520M22520,506,40,METRO22520M22520,486,40,2650,472,40,2650,464,40,2650,462,40,2650,451,40,2650,438,40,2650,431,40,1,77
