1072,21227,21227,KY,WARREN,6,5,7,35.6,128,78.1,60,14,0.45,3.813,0.22661,-0.7078,-0.36866,-0.27427,0.77701,-0.33274,-0.68,3
1073,21229,21229,KY,WASHINGTON,6,7,8,33.8,131,75.4,63,14,0.31,3.429,0.0777,-0.61747,0.20228,-0.47965,0.77701,-0.53599,-0.58,3
1074,21231,21231,KY,WAYNE,6,7,8,31.8,125,75.6,66,19,5.12,6.239,-0.08775,-0.79812,-0.02376,-0.68502,1.53535,0.95134,0.89,4
1075,21233,21233,KY,WEBSTER,6,6,6,34.6,131,77.6,59,4,0.29,3.374,0.14388,-0.61747,-0.32035,-0.20582,-0.73966,-0.56508,-2.3,2
1076,21235,21235,KY,WHITLEY,6,7,8,37.8,125,76.0,66,20,1.12,4.719,0.40861,-0.79812,0.38548,-0.68502,1.68702,0.1471,1.15,4
1077,21237,21237,KY,WOLFE,6,9,9,36.0,125,75.5,66,19,0.04,1.278,0.2597,-0.79812,0.36488,-0.68502,1.53535,-1.67454,-1.0,3
1078,21239,21239,KY,WOODFORD,6,2,2,32.9,131,76.2,63,4,0.68,4.215,0.00325,-0.61747,-0.09034,-0.47965,-0.73966,-0.11975,-2.04,3
854,20001,20001,KS,ALLEN,4,7,8,32.4,169,80.0,51,4,0.43,3.76,-0.03811,0.52667,-1.15515,0.34184,-0.73966,-0.36069,-1.43,3
855,20003,20003,KS,ANDERSON,4,6,4,30.6,167,79.1,59,4,0.23,3.155,-0.18702,0.46645,-1.06819,-0.20582,-0.73966,-0.68114,-2.42,2
856,20005,20005,KS,ATCHISON,4,6,3,27.7,166,78.0,59,13,0.62,4.128,-0.42692,0.43635,-1.0222,-0.20582,0.62534,-0.16585,-0.76,3
857,20007,20007,KS,BARBER,4,9,9,33.7,181,81.8,46,5,0.18,2.917,0.06943,0.88798,-1.52716,0.68412,-0.588,-0.80706,-1.28,3
858,20009,20009,KS,BARTON,4,7,7,30.5,182,80.0,48,4,0.72,4.273,-0.19529,0.91809,-1.3188,0.54721,-0.73966,-0.08915,-0.88,3
859,20011,20011,KS,BOURBON,4,7,8,33.2,169,81.2,51,4,0.27,3.305,0.02807,0.52667,-1.4089,0.34184,-0.73966,-0.60182,-1.85,3
860,20013,20013,KS,BROWN,4,7,8,26.2,166,77.3,59,4,0.27,3.28,-0.55101,0.43635,-0.96318,-0.20582,-0.73966,-0.61505,-2.64,2
861,20015,20015,KS,BUTLER,4,2,2,31.9,169,80.0,51,14,1.27,4.842,-0.07948,0.52667,-1.19821,0.34184,0.77701,0.21203,0.58,4
862,20017,20017,KS,CHASE,4,9,9,30.7,167,79.4,59,14,0.27,3.305,-0.17875,0.46645,-1.14024,-0.20582,0.77701,-0.60158,-0.88,3
863,20019,20019,KS,CHAUTAUQUA,4,9,9,33.8,169,80.6,51,14,0.49,3.886,0.0777,0.52667,-1.19589,0.34184,0.77701,-0.29427,0.23,4
864,20021,20021,KS,CHEROKEE,4,6,6,34.4,169,79.3,51,2,0.65,4.177,0.12734,0.52667,-0.79467,0.34184,-1.043,-0.1402,-0.98,3
865,20023,20023,KS,CHEYENNE,4,9,9,30.3,205,77.2,42,4,0.09,2.231,-0.21184,1.6106,-0.58316,0.95795,-0.73966,-1.17027,-0.14,3
866,20025,20025,KS,CLARK,4,9,9,33.1,209,80.9,41,5,0.26,3.25,0.0198,1.73103,-1.33685,1.02641,-0.588,-0.63076,0.22,4
867,20027,20027,KS,CLAY,4,7,8,28.5,181,79.6,50,4,1.77,5.175,-0.36074,0.88798,-1.38351,0.4103,-0.73966,0.38839,-0.8,3
868,20029,20029,KS,CLOUD,4,7,8,26.4,181,77.9,50,4,0.4,3.677,-0.53447,0.88798,-1.10729,0.4103,-0.73966,-0.40466,-1.49,3
869,20031,20031,KS,COFFEY,4,7,8,30.6,167,79.1,59,4,3.72,5.919,-0.18702,0.46645,-1.06819,-0.20582,-0.73966,0.78225,-0.95,3
870,20033,20033,KS,COMANCHE,4,9,9,33.2,181,81.3,46,5,0.18,2.868,0.02807,0.88798,-1.43579,0.68412,-0.588,-0.83292,-1.26,3
871,20035,20035,KS,COWLEY,4,4,5,33.9,169,80.8,51,4,0.56,4.023,0.08598,0.52667,-1.24105,0.34184,-0.73966,-0.22133,-1.25,3
872,20037,20037,KS,CRAWFORD,4,4,5,34.4,169,79.3,51,4,0.36,3.578,0.12734,0.52667,-0.79467,0.34184,-0.73966,-0.4572,-1.0,3
873,20039,20039,KS,DECATUR,4,9,9,28.2,205,77.9,42,4,0.07,1.952,-0.38556,1.6106,-0.95225,0.95795,-0.73966,-1.31757,-0.83,3
874,20041,20041,KS,DICKINSON,4,7,8,29.1,182,78.7,48,4,0.49,3.902,-0.31111,0.91809,-1.08984,0.54721,-0.73966,-0.28564,-0.96,3
875,20043,20043,KS,DONIPHAN,4,8,6,26.2,166,78.2,59,4,1.23,4.813,-0.55101,0.43635,-1.20518,-0.20582,-0.73966,0.19687,-2.07,3
876,20045,20045,KS,DOUGLAS,4,3,2,30.3,167,79.1,59,13,3.7,5.913,-0.21184,0.46645,-1.09403,-0.20582,0.62534,0.77873,0.36,4
877,20047,20047,KS,EDWARDS,4,9,9,31.8,181,80.1,46,2,0.01,0.251,-0.08775,0.88798,-1.23371,0.68412,-1.043,-2.21792,-3.01,2
878,20049,20049,KS,ELK,4,8,6,33.1,169,80.1,51,14,0.39,3.669,0.0198,0.52667,-1.12174,0.34184,0.77701,-0.40897,0.13,4
879,20051,20051,KS,ELLIS,4,7,7,27.8,182,78.6,48,4,0.06,1.714,-0.41865,0.91809,-1.17492,0.54721,-0.73966,-1.44362,-2.31,2
880,20053,20053,KS,ELLSWORTH,4,9,9,29.7,182,80.5,48,9,1.04,4.647,-0.26147,0.91809,-1.52214,0.54721,0.01867,0.10855,-0.19,3
881,20055,20055,KS,FINNEY,4,5,7,30.6,209,79.2,41,2,0.19,2.966,-0.18702,1.73103,-1.09508,1.02641,-1.043,-0.78081,-0.35,3
882,20057,20057,KS,FORD,4,5,7,30.8,209,79.2,41,2,0.07,1.972,-0.17047,1.73103,-1.07785,1.02641,-1.043,-1.30709,-0.84,3
883,20059,20059,KS,FRANKLIN,4,6,3,30.5,167,78.8,59,4,0.49,3.883,-0.19529,0.46645,-0.99614,-0.20582,-0.73966,-0.29579,-1.97,3
884,20061,20061,KS,GEARY,4,5,7,28.7,167,79.1,59,14,4.87,6.189,-0.3442,0.46645,-1.23184,-0.20582,0.77701,0.92488,0.39,4
