10636922,utility,10636922,2020-04-28,16/774353,16,16774353,2020-01-28,06037,06111,,2020,0,0,0,0,0,0,0,0,0
10639637,utility,10639637,2020-05-05,16/749757,16,16749757,2020-01-22,08013,08013,,2020,1,0,0,0,0,0,1,0,1
10639637,utility,10639637,2020-05-05,16/749757,16,16749757,2020-01-22,06001,08013,,2020,1,0,0,0,0,0,1,0,1
10640184,utility,10640184,2020-05-05,16/787243,16,16787243,2020-02-11,12086,,,2020,0,0,0,0,0,0,0,0,0
10642099,utility,10642099,2020-05-05,16/738275,16,16738275,2020-01-09,,,,2020,0,0,0,0,0,0,0,0,0
10644006,utility,10644006,2020-05-05,16/745956,16,16745956,2020-01-17,,,,2020,0,0,0,0,0,0,0,0,0
10645441,utility,10645441,2020-05-05,16/745500,16,16745500,2020-01-17,01089,01089,,2020,1,0,0,0,0,0,0,1,0
10646342,utility,10646342,2020-05-12,16/733659,16,16733659,2020-01-03,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10646342,utility,10646342,2020-05-12,16/733659,16,16733659,2020-01-03,06037,06059,,2020,0,0,0,0,0,0,0,0,0
10647982,utility,10647982,2020-05-12,16/750369,16,16750369,2020-01-23,06001,08013,,2020,0,0,0,0,0,0,0,0,0
10647982,utility,10647982,2020-05-12,16/750369,16,16750369,2020-01-23,08013,08013,,2020,0,0,0,0,0,0,0,0,0
10653218,utility,10653218,2020-05-19,16/782066,16,16782066,2020-02-05,41051,,,2020,0,0,0,0,0,0,0,0,0
10653666,utility,10653666,2020-05-19,16/741826,16,16741826,2020-01-14,,,,2020,0,0,0,0,0,0,0,0,0
10653737,utility,10653737,2020-05-19,16/733100,16,16733100,2020-01-02,,,,2020,0,0,0,0,0,0,0,0,0
10657731,utility,10657731,2020-05-19,16/752662,16,16752662,2020-01-26,12095,,,2020,1,0,0,0,0,1,0,0,0
10660875,utility,10660875,2020-05-26,16/738261,16,16738261,2020-01-09,25027,25017,,2020,0,0,0,0,0,0,0,0,0
10660875,utility,10660875,2020-05-26,16/738261,16,16738261,2020-01-09,,25017,,2020,0,0,0,0,0,0,0,0,0
10660907,utility,10660907,2020-05-26,16/823604,16,16823604,2020-03-19,37147,37147,,2020,0,0,0,0,0,0,0,0,0
10665078,utility,10665078,2020-05-26,16/741277,16,16741277,2020-01-13,06073,06075,,2020,0,0,0,0,0,0,0,0,0
10665078,utility,10665078,2020-05-26,16/741277,16,16741277,2020-01-13,06041,06075,,2020,0,0,0,0,0,0,0,0,0
10665078,utility,10665078,2020-05-26,16/741277,16,16741277,2020-01-13,53033,06075,,2020,0,0,0,0,0,0,0,0,0
10665078,utility,10665078,2020-05-26,16/741277,16,16741277,2020-01-13,06081,06075,,2020,0,0,0,0,0,0,0,0,0
10666778,utility,10666778,2020-05-26,16/735387,16,16735387,2020-01-06,,,,2020,0,0,0,0,0,0,0,0,0
10668138,utility,10668138,2020-06-02,16/748350,16,16748350,2020-01-21,,,,2020,0,0,0,0,0,0,0,0,0
10670321,utility,10670321,2020-06-02,16/748066,16,16748066,2020-01-21,47163,,,2020,0,0,0,0,0,0,0,0,0
10671894,utility,10671894,2020-06-02,16/810951,16,16810951,2020-03-06,25021,,,2020,1,1,0,0,0,1,1,1,0
10671894,utility,10671894,2020-06-02,16/810951,16,16810951,2020-03-06,,,,2020,1,1,0,0,0,1,1,1,0
10672170,utility,10672170,2020-06-02,16/741164,16,16741164,2020-01-13,,,,2020,1,0,0,0,0,0,1,1,0
10674610,utility,10674610,2020-06-02,16/794602,16,16794602,2020-02-19,,,,2020,0,0,0,0,0,0,0,0,0
10675338,utility,10675338,2020-06-09,16/752156,16,16752156,2020-01-24,,,,2020,0,0,0,0,0,0,0,0,0
10678627,utility,10678627,2020-06-09,16/751872,16,16751872,2020-01-24,,,,2020,1,0,0,0,0,0,0,0,1
