10637009,utility,10637009,2020-04-28,16/748110,16,16748110,2020-01-21,,,,2020,0,0,0,0,0,0,0,0,0
10639178,utility,10639178,2020-05-05,16/742943,16,16742943,2020-01-15,12099,12099,,2020,0,0,0,0,0,0,0,0,0
10642993,utility,10642993,2020-05-05,16/779103,16,16779103,2020-01-31,06081,06081,,2020,1,0,0,0,0,0,0,1,0
10645817,utility,10645817,2020-05-05,16/773829,16,16773829,2020-01-27,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10645913,utility,10645913,2020-05-12,16/785292,16,16785292,2020-02-07,12031,,,2020,0,0,0,0,0,0,0,0,0
10646051,utility,10646051,2020-05-12,16/785237,16,16785237,2020-02-07,06073,,,2020,0,0,0,0,0,0,0,0,0
10651793,utility,10651793,2020-05-12,16/737920,16,16737920,2020-01-09,06073,,,2020,0,0,0,0,0,0,0,0,0
10652528,utility,10652528,2020-05-12,16/779353,16,16779353,2020-01-31,06087,06087,,2020,1,0,0,0,0,1,0,0,0
10667083,utility,10667083,2020-05-26,16/774795,16,16774795,2020-01-28,,,,2020,0,0,0,0,0,0,0,0,0
10668745,utility,10668745,2020-06-02,16/780162,16,16780162,2020-02-03,08013,06085,,2020,0,0,0,0,0,0,0,0,0
10671162,utility,10671162,2020-06-02,16/782086,16,16782086,2020-02-05,,,,2020,0,0,0,0,0,0,0,0,0
10677534,utility,10677534,2020-06-09,16/779146,16,16779146,2020-01-31,,,,2020,,,,,,,,,
10681788,utility,10681788,2020-06-09,16/803438,16,16803438,2020-02-27,,,,2020,0,0,0,0,0,0,0,0,0
10686429,utility,10686429,2020-06-16,16/748883,16,16748883,2020-01-22,06001,,,2020,0,0,0,0,0,0,0,0,0
10687205,utility,10687205,2020-06-16,16/742697,16,16742697,2020-01-14,53033,53033,,2020,1,0,0,0,0,0,1,1,0
10687745,utility,10687745,2020-06-23,16/835772,16,16835772,2020-03-31,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10689330,utility,10689330,2020-06-23,16/775564,16,16775564,2020-01-29,,,,2020,0,0,0,0,0,0,0,0,0
10690302,utility,10690302,2020-06-23,16/794616,16,16794616,2020-02-19,08059,,,2020,0,0,0,0,0,0,0,0,0
10690302,utility,10690302,2020-06-23,16/794616,16,16794616,2020-02-19,,,,2020,0,0,0,0,0,0,0,0,0
10691528,utility,10691528,2020-06-23,16/776213,16,16776213,2020-01-29,,53033,,2020,0,0,0,0,0,0,0,0,0
10691528,utility,10691528,2020-06-23,16/776213,16,16776213,2020-01-29,53061,53033,,2020,0,0,0,0,0,0,0,0,0
10691528,utility,10691528,2020-06-23,16/776213,16,16776213,2020-01-29,53035,53033,,2020,0,0,0,0,0,0,0,0,0
10691528,utility,10691528,2020-06-23,16/776213,16,16776213,2020-01-29,53033,53033,,2020,0,0,0,0,0,0,0,0,0
10691597,utility,10691597,2020-06-23,16/814983,16,16814983,2020-03-10,41051,41051,,2020,1,0,0,0,0,0,0,0,1
10691597,utility,10691597,2020-06-23,16/814983,16,16814983,2020-03-10,,41051,,2020,1,0,0,0,0,0,0,0,1
10692562,utility,10692562,2020-06-23,16/734241,16,16734241,2020-01-03,16001,16001,,2020,0,0,0,0,0,0,0,0,0
10693563,utility,10693563,2020-06-23,16/740617,16,16740617,2020-01-13,06037,36061,,2020,0,0,0,0,0,0,0,0,0
10698885,utility,10698885,2020-06-30,16/775116,16,16775116,2020-01-28,,,,2020,1,0,0,0,0,0,0,1,1
10699470,utility,10699470,2020-06-30,16/783536,16,16783536,2020-02-06,36055,34035,,2020,0,0,0,0,0,0,0,0,0
10699470,utility,10699470,2020-06-30,16/783536,16,16783536,2020-02-06,34017,34035,,2020,0,0,0,0,0,0,0,0,0
10699787,utility,10699787,2020-06-30,16/783286,16,16783286,2020-02-06,06001,06085,,2020,1,0,0,0,0,0,0,0,1
10699787,utility,10699787,2020-06-30,16/783286,16,16783286,2020-02-06,06085,06085,,2020,1,0,0,0,0,0,0,0,1
10700852,utility,10700852,2020-06-30,16/735233,16,16735233,2020-01-06,,,,2020,1,0,0,0,0,0,0,1,0
10700930,utility,10700930,2020-06-30,16/774097,16,16774097,2020-01-28,06081,06081,,2020,1,0,0,0,0,0,1,1,1
10700930,utility,10700930,2020-06-30,16/774097,16,16774097,2020-01-28,06085,06081,,2020,1,0,0,0,0,0,1,1,1
10700930,utility,10700930,2020-06-30,16/774097,16,16774097,2020-01-28,06075,06081,,2020,1,0,0,0,0,0,1,1,1
10701193,utility,10701193,2020-06-30,16/749721,16,16749721,2020-01-22,17111,17031,,2020,0,0,0,0,0,0,0,0,0
10701193,utility,10701193,2020-06-30,16/749721,16,16749721,2020-01-22,17097,17031,,2020,0,0,0,0,0,0,0,0,0
10701193,utility,10701193,2020-06-30,16/749721,16,16749721,2020-01-22,17031,17031,,2020,0,0,0,0,0,0,0,0,0
10701548,utility,10701548,2020-06-30,16/735892,16,16735892,2020-01-07,08035,,,2020,0,0,0,0,0,0,0,0,0
10702086,utility,10702086,2020-07-07,16/745895,16,16745895,2020-01-17,,,,2020,0,0,0,0,0,0,0,0,0
10702195,utility,10702195,2020-07-07,16/834467,16,16834467,2020-03-30,,06059,,2020,0,0,0,0,0,0,0,0,0
10702195,utility,10702195,2020-07-07,16/834467,16,16834467,2020-03-30,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10702195,utility,10702195,2020-07-07,16/834467,16,16834467,2020-03-30,06085,06059,,2020,0,0,0,0,0,0,0,0,0
10703795,utility,10703795,2020-07-07,16/778915,16,16778915,2020-01-31,,,,2020,0,0,0,0,0,0,0,0,0
10704067,utility,10704067,2020-07-07,16/745164,16,16745164,2020-01-16,25017,25017,,2020,0,0,0,0,0,0,0,0,0
10706452,utility,10706452,2020-07-07,16/774356,16,16774356,2020-01-28,48121,51059,,2020,1,0,0,0,0,1,0,0,0
10706452,utility,10706452,2020-07-07,16/774356,16,16774356,2020-01-28,48085,51059,,2020,1,0,0,0,0,1,0,0,0
10707882,utility,10707882,2020-07-07,16/789550,16,16789550,2020-02-13,,,,2020,0,0,0,0,0,0,0,0,0
10707883,utility,10707883,2020-07-07,16/776222,16,16776222,2020-01-29,17019,,,2020,0,0,0,0,0,0,0,0,0
10708060,utility,10708060,2020-07-07,16/737797,16,16737797,2020-01-08,,,,2020,1,0,0,0,0,0,1,1,0
10708559,utility,10708559,2020-07-07,16/751450,16,16751450,2020-01-24,,,,2020,0,0,0,0,0,0,0,0,0
10709024,utility,10709024,2020-07-07,16/778887,16,16778887,2020-01-31,01089,01089,,2020,0,0,0,0,0,0,0,0,0
10709070,utility,10709070,2020-07-14,16/734962,16,16734962,2020-01-06,37129,,,2020,0,0,0,0,0,0,0,0,0
10709264,utility,10709264,2020-07-14,16/827314,16,16827314,2020-03-23,39133,39153,,2020,0,0,0,0,0,0,0,0,0
10709264,utility,10709264,2020-07-14,16/827314,16,16827314,2020-03-23,17201,39153,,2020,0,0,0,0,0,0,0,0,0
10709366,utility,10709366,2020-07-14,16/829510,16,16829510,2020-03-25,06085,06059,,2020,0,0,0,0,0,0,0,0,0
10709366,utility,10709366,2020-07-14,16/829510,16,16829510,2020-03-25,,06059,,2020,0,0,0,0,0,0,0,0,0
10709366,utility,10709366,2020-07-14,16/829510,16,16829510,2020-03-25,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10710285,utility,10710285,2020-07-14,16/781577,16,16781577,2020-02-04,,,,2020,0,0,0,0,0,0,0,0,0
10710501,utility,10710501,2020-07-14,16/736379,16,16736379,2020-01-07,20035,20035,,2020,0,0,0,0,0,0,0,0,0
10710966,utility,10710966,2020-07-14,16/818863,16,16818863,2020-03-13,09011,36061,,2020,0,0,0,0,0,0,0,0,0
10710966,utility,10710966,2020-07-14,16/818863,16,16818863,2020-03-13,,36061,,2020,0,0,0,0,0,0,0,0,0
10710966,utility,10710966,2020-07-14,16/818863,16,16818863,2020-03-13,18157,36061,,2020,0,0,0,0,0,0,0,0,0
10711467,utility,10711467,2020-07-14,16/736371,16,16736371,2020-01-07,06065,,,2020,0,0,0,0,0,0,0,0,0
10711467,utility,10711467,2020-07-14,16/736371,16,16736371,2020-01-07,06037,,,2020,0,0,0,0,0,0,0,0,0
10712044,utility,10712044,2020-07-14,16/832558,16,16832558,2020-03-27,51023,,,2020,0,0,0,0,0,0,0,0,0
10714154,utility,10714154,2020-07-14,16/794907,16,16794907,2020-02-19,,,,2020,0,0,0,0,0,0,0,0,0
10714170,utility,10714170,2020-07-14,16/733491,16,16733491,2020-01-03,,,,2020,0,0,0,0,0,0,0,0,0
10714861,utility,10714861,2020-07-14,16/806441,16,16806441,2020-03-02,,,,2020,0,0,0,0,0,0,0,0,0
10717699,utility,10717699,2020-07-21,16/845032,16,16845032,2020-04-09,,,,2020,0,0,0,0,0,0,0,0,0
10717748,utility,10717748,2020-07-21,16/779797,16,16779797,2020-02-03,,,,2020,0,0,0,0,0,0,0,0,0
10718572,utility,10718572,2020-07-21,16/779146,16,16779146,2020-01-31,,,,2020,,,,,,,,,
10720448,utility,10720448,2020-07-21,16/786828,16,16786828,2020-02-10,06085,06001,,2020,0,0,0,0,0,0,0,0,0
10721224,utility,10721224,2020-07-21,16/779431,16,16779431,2020-01-31,53033,37097,,2020,0,0,0,0,0,0,0,0,0
10721588,utility,10721588,2020-07-21,16/775789,16,16775789,2020-01-29,,,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,12115,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,29019,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,24510,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,18085,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,25017,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,34007,18085,,2020,0,0,0,0,0,0,0,0,0
10722373,utility,10722373,2020-07-28,16/799057,16,16799057,2020-02-24,26125,18085,,2020,0,0,0,0,0,0,0,0,0
10722455,utility,10722455,2020-07-28,16/836581,16,16836581,2020-03-31,34035,,,2020,0,0,0,0,0,0,0,0,0
10722455,utility,10722455,2020-07-28,16/836581,16,16836581,2020-03-31,,,,2020,0,0,0,0,0,0,0,0,0
10723468,utility,10723468,2020-07-28,16/870563,16,16870563,2020-05-08,,,,2020,0,0,0,0,0,0,0,0,0
10723923,utility,10723923,2020-07-28,16/780914,16,16780914,2020-02-04,,,,2020,0,0,0,0,0,0,0,0,0
10724021,utility,10724021,2020-07-28,16/868472,16,16868472,2020-05-06,08013,08013,,2020,0,0,0,0,0,0,0,0,0
10725803,utility,10725803,2020-07-28,16/775828,16,16775828,2020-01-29,,,,2020,1,0,0,0,0,0,1,1,1
10726049,utility,10726049,2020-07-28,16/785319,16,16785319,2020-02-07,,,,2020,0,0,0,0,0,0,0,0,0
10726875,utility,10726875,2020-07-28,16/733904,16,16733904,2020-01-03,06081,06081,,2020,0,0,0,0,0,0,0,0,0
10727387,utility,10727387,2020-07-28,16/795496,16,16795496,2020-02-19,,,,2020,0,0,0,0,0,0,0,0,0
10727739,utility,10727739,2020-07-28,16/798413,16,16798413,2020-02-23,,,,2020,0,0,0,0,0,0,0,0,0
10728001,utility,10728001,2020-07-28,16/733002,16,16733002,2020-01-02,48453,13121,,2020,0,0,0,0,0,0,0,0,0
10728789,utility,10728789,2020-07-28,16/735312,16,16735312,2020-01-06,,,,2020,0,0,0,0,0,0,0,0,0
10729360,utility,10729360,2020-08-04,16/779461,16,16779461,2020-01-31,06081,06073,,2020,0,0,0,0,0,0,0,0,0
10729360,utility,10729360,2020-08-04,16/779461,16,16779461,2020-01-31,06001,06073,,2020,0,0,0,0,0,0,0,0,0
10729502,utility,10729502,2020-08-04,16/796304,16,16796304,2020-02-20,,06081,,2020,0,0,0,0,0,0,0,0,0
10729502,utility,10729502,2020-08-04,16/796304,16,16796304,2020-02-20,06085,06081,,2020,0,0,0,0,0,0,0,0,0
10729859,utility,10729859,2020-08-04,16/863684,16,16863684,2020-04-30,34035,34035,,2020,0,0,0,0,0,0,0,0,0
10729859,utility,10729859,2020-08-04,16/863684,16,16863684,2020-04-30,34023,34035,,2020,0,0,0,0,0,0,0,0,0
10729859,utility,10729859,2020-08-04,16/863684,16,16863684,2020-04-30,,34035,,2020,0,0,0,0,0,0,0,0,0
10729922,utility,10729922,2020-08-04,16/744292,16,16744292,2020-01-16,,34027,,2020,0,0,0,0,0,0,0,0,0
10729922,utility,10729922,2020-08-04,16/744292,16,16744292,2020-01-16,27053,34027,,2020,0,0,0,0,0,0,0,0,0
10730284,utility,10730284,2020-08-04,16/873163,16,16873163,2020-02-18,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10730883,utility,10730883,2020-08-04,16/787251,16,16787251,2020-02-11,,17097,,2020,0,0,0,0,0,0,0,0,0
10730883,utility,10730883,2020-08-04,16/787251,16,16787251,2020-02-11,51059,17097,,2020,0,0,0,0,0,0,0,0,0
