10632032,utility,10632032,2020-04-28,16/733166,16,16733166,2020-01-02,27053,27053,,2020,0,0,0,0,0,0,0,0,0
10642787,utility,10642787,2020-05-05,16/750399,16,16750399,2020-01-23,53033,53053,,2020,0,0,0,0,0,0,0,0,0
10644802,utility,10644802,2020-05-05,16/734270,16,16734270,2020-01-03,06059,,,2020,0,0,0,0,0,0,0,0,0
10644802,utility,10644802,2020-05-05,16/734270,16,16734270,2020-01-03,06073,,,2020,0,0,0,0,0,0,0,0,0
10650285,utility,10650285,2020-05-12,16/733888,16,16733888,2020-01-03,,17031,,2020,1,1,0,0,0,1,1,1,1
10655114,utility,10655114,2020-05-19,16/798309,16,16798309,2020-02-22,08013,08013,,2020,0,0,0,0,0,0,0,0,0
10656231,utility,10656231,2020-05-19,16/799670,16,16799670,2020-02-24,16001,16001,,2020,1,0,0,0,0,0,0,0,1
10656396,utility,10656396,2020-05-19,16/739131,16,16739131,2020-01-10,,,,2020,0,0,0,0,0,0,0,0,0
10671734,utility,10671734,2020-06-02,16/740121,16,16740121,2020-01-10,53033,13117,,2020,1,0,0,0,0,0,1,1,0
10677637,utility,10677637,2020-06-09,16/751525,16,16751525,2020-01-24,19105,19105,,2020,0,0,0,0,0,0,0,0,0
10678594,utility,10678594,2020-06-09,16/738067,16,16738067,2020-01-09,06081,,,2020,1,1,0,0,0,0,1,1,1
10679683,utility,10679683,2020-06-09,16/825096,16,16825096,2020-03-20,48085,16001,,2020,0,0,0,0,0,0,0,0,0
10679821,utility,10679821,2020-06-09,16/751705,16,16751705,2020-01-24,,,,2020,0,0,0,0,0,0,0,0,0
10686810,utility,10686810,2020-06-16,16/782638,16,16782638,2020-02-05,12086,12086,,2020,1,0,1,0,0,0,1,1,1
10687743,utility,10687743,2020-06-23,16/791955,16,16791955,2020-02-14,06059,06059,,2020,0,0,0,0,0,0,0,0,0
10689645,utility,10689645,2020-06-23,16/822249,16,16822249,2020-03-18,08013,08013,,2020,0,0,0,0,0,0,0,0,0
10689645,utility,10689645,2020-06-23,16/822249,16,16822249,2020-03-18,06001,08013,,2020,0,0,0,0,0,0,0,0,0
10689716,utility,10689716,2020-06-23,16/823522,16,16823522,2020-03-19,12086,12086,,2020,0,0,0,0,0,0,0,0,0
10689915,utility,10689915,2020-06-23,16/740126,16,16740126,2020-01-10,,48201,,2020,0,0,0,0,0,0,0,0,0
10689915,utility,10689915,2020-06-23,16/740126,16,16740126,2020-01-10,48201,48201,,2020,0,0,0,0,0,0,0,0,0
10689915,utility,10689915,2020-06-23,16/740126,16,16740126,2020-01-10,48339,48201,,2020,0,0,0,0,0,0,0,0,0
10692520,utility,10692520,2020-06-23,16/734182,16,16734182,2020-01-03,06069,36119,,2020,0,0,0,0,0,0,0,0,0
10692520,utility,10692520,2020-06-23,16/734182,16,16734182,2020-01-03,,36119,,2020,0,0,0,0,0,0,0,0,0
10693649,utility,10693649,2020-06-23,16/736357,16,16736357,2020-01-07,,,,2020,1,0,0,0,0,0,0,1,0
