10620104,utility,10620104,2020-04-14,16/737537,16,16737537,2020-01-08,06073,06059,,2020,0,0,0,0,0,0,0,0,0
10621846,utility,10621846,2020-04-14,16/732846,16,16732846,2020-01-02,06041,06075,,2020,0,0,0,0,0,0,0,0,0
10621846,utility,10621846,2020-04-14,16/732846,16,16732846,2020-01-02,06081,06075,,2020,0,0,0,0,0,0,0,0,0
10621846,utility,10621846,2020-04-14,16/732846,16,16732846,2020-01-02,06073,06075,,2020,0,0,0,0,0,0,0,0,0
10639241,utility,10639241,2020-05-05,16/789610,16,16789610,2020-02-13,12086,,,2020,0,0,0,0,0,0,0,0,0
10640359,utility,10640359,2020-05-05,16/742395,16,16742395,2020-01-14,31055,,,2020,0,0,0,0,0,0,0,0,0
10642485,utility,10642485,2020-05-05,16/741377,16,16741377,2020-01-13,,,,2020,0,0,0,0,0,0,0,0,0
10644489,utility,10644489,2020-05-05,16/773047,16,16773047,2020-01-27,32031,32031,,2020,0,0,0,0,0,0,0,0,0
10644489,utility,10644489,2020-05-05,16/773047,16,16773047,2020-01-27,32019,32031,,2020,0,0,0,0,0,0,0,0,0
10644717,utility,10644717,2020-05-05,16/749447,16,16749447,2020-01-22,06073,06073,,2020,0,0,0,0,0,0,0,0,0
10647729,utility,10647729,2020-05-12,16/742326,16,16742326,2020-01-14,,,,2020,0,0,0,0,0,0,0,0,0
10651617,utility,10651617,2020-05-12,16/752808,16,16752808,2020-01-27,,,,2020,0,0,0,0,0,0,0,0,0
10654306,utility,10654306,2020-05-19,16/742184,16,16742184,2020-01-14,12071,,,2020,0,0,0,0,0,0,0,0,0
10655880,utility,10655880,2020-05-19,16/790998,16,16790998,2020-02-14,,,,2020,0,0,0,0,0,0,0,0,0
10657584,utility,10657584,2020-05-19,16/740085,16,16740085,2020-01-10,,,,2020,1,0,0,0,0,1,0,0,0
10657684,utility,10657684,2020-05-19,16/785745,16,16785745,2020-02-10,17031,17031,,2020,1,0,0,0,0,0,0,1,0
10657704,utility,10657704,2020-05-19,16/781575,16,16781575,2020-02-04,53033,06081,,2020,1,1,0,0,0,1,1,1,1
10657704,utility,10657704,2020-05-19,16/781575,16,16781575,2020-02-04,06041,06081,,2020,1,1,0,0,0,1,1,1,1
10660179,utility,10660179,2020-05-19,16/735410,16,16735410,2020-01-06,53033,53033,,2020,0,0,0,0,0,0,0,0,0
10664305,utility,10664305,2020-05-26,16/745519,16,16745519,2020-01-17,,,,2020,0,0,0,0,0,0,0,0,0
10664588,utility,10664588,2020-05-26,16/773425,16,16773425,2020-01-27,48085,,,2020,0,0,0,0,0,0,0,0,0
10665048,utility,10665048,2020-05-26,16/741076,16,16741076,2020-01-13,42045,42045,,2020,0,0,0,0,0,0,0,0,0
10668100,utility,10668100,2020-06-02,16/750908,16,16750908,2020-01-23,,,,2020,0,0,0,0,0,0,0,0,0
10673619,utility,10673619,2020-06-02,16/741979,16,16741979,2020-01-14,,,,2020,1,0,0,0,0,0,0,1,1
10674927,utility,10674927,2020-06-09,16/736142,16,16736142,2020-01-07,,,,2020,0,0,0,0,0,0,0,0,0
10677429,utility,10677429,2020-06-09,16/735124,16,16735124,2020-01-06,13077,,,2020,0,0,0,0,0,0,0,0,0
10677535,utility,10677535,2020-06-09,16/779286,16,16779286,2020-01-31,,,,2020,0,0,0,0,0,0,0,0,0
10677608,utility,10677608,2020-06-09,16/747460,16,16747460,2020-01-20,06059,,,2020,1,0,0,0,0,0,1,1,1
10678597,utility,10678597,2020-06-09,16/744003,16,16744003,2020-01-15,,,,2020,1,1,1,0,0,0,1,1,0
10681794,utility,10681794,2020-06-09,16/749738,16,16749738,2020-01-22,49035,49049,,2020,0,0,0,0,0,0,0,0,0
10681794,utility,10681794,2020-06-09,16/749738,16,16749738,2020-01-22,49011,49049,,2020,0,0,0,0,0,0,0,0,0
10684390,utility,10684390,2020-06-16,16/798218,16,16798218,2020-02-21,06073,06073,,2020,1,0,0,0,0,0,1,0,0
10685237,utility,10685237,2020-06-16,16/793998,16,16793998,2020-02-18,48085,48113,,2020,1,0,0,0,0,0,1,1,0
10685237,utility,10685237,2020-06-16,16/793998,16,16793998,2020-02-18,48113,48113,,2020,1,0,0,0,0,0,1,1,0
10687101,utility,10687101,2020-06-16,16/749839,16,16749839,2020-01-22,08005,08005,,2020,0,0,0,0,0,0,0,0,0
10691512,utility,10691512,2020-06-23,16/751105,16,16751105,2020-01-23,06081,49035,,2020,1,0,0,0,0,0,1,1,0
10691512,utility,10691512,2020-06-23,16/751105,16,16751105,2020-01-23,32003,49035,,2020,1,0,0,0,0,0,1,1,0
10691512,utility,10691512,2020-06-23,16/751105,16,16751105,2020-01-23,49043,49035,,2020,1,0,0,0,0,0,1,1,0
10691512,utility,10691512,2020-06-23,16/751105,16,16751105,2020-01-23,49035,49035,,2020,1,0,0,0,0,0,1,1,0
10691835,utility,10691835,2020-06-23,16/780334,16,16780334,2020-02-03,,,,2020,0,0,0,0,0,0,0,0,0
10692108,utility,10692108,2020-06-23,16/823323,16,16823323,2020-03-18,13121,13121,,2020,1,0,0,0,0,0,1,1,0
10693378,utility,10693378,2020-06-23,16/744475,16,16744475,2020-01-16,06085,06085,,2020,0,0,0,0,0,0,0,0,0
10693942,utility,10693942,2020-06-23,16/735300,16,16735300,2020-01-06,,,,2020,0,0,0,0,0,0,0,0,0
10694166,utility,10694166,2020-06-23,16/732840,16,16732840,2020-01-02,53061,06081,,2020,1,0,0,0,0,1,0,0,0
10694166,utility,10694166,2020-06-23,16/732840,16,16732840,2020-01-02,,06081,,2020,1,0,0,0,0,1,0,0,0
10694166,utility,10694166,2020-06-23,16/732840,16,16732840,2020-01-02,53033,06081,,2020,1,0,0,0,0,1,0,0,0
10694280,utility,10694280,2020-06-23,16/744368,16,16744368,2020-01-16,20091,20091,,2020,0,0,0,0,0,0,0,0,0
10694280,utility,10694280,2020-06-23,16/744368,16,16744368,2020-01-16,12031,20091,,2020,0,0,0,0,0,0,0,0,0
10694280,utility,10694280,2020-06-23,16/744368,16,16744368,2020-01-16,29095,20091,,2020,0,0,0,0,0,0,0,0,0
10697013,utility,10697013,2020-06-30,16/817461,16,16817461,2020-03-12,,06001,,2020,0,0,0,0,0,0,0,0,0
10697133,utility,10697133,2020-06-30,16/789268,16,16789268,2020-02-12,48121,48113,,2020,0,0,0,0,0,0,0,0,0
